id,name,contact_phone,contact_email,street_address,website,city,state,zip,latitude,longitude,share_address,share_phone,share_email,created_at,updated_at
107,Unity Refuge Center,938.306.5545,grant_boyle@jast.test,36054 Carroll Route,http://turner.test/mauricio,Dallas,TX,83938,32.892601393979156,-97.0298016222257,false,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
108,Whispering Pines Refuge,157.745.1785,kym_deckow@marquardt.example,53034 Sherlyn Fall,http://tromp.example/garth,Boston,MA,53630-5342,42.38728822364824,-71.41923780954265,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
109,Bridge to Belonging,736-409-4441,khalilah@price.example,74484 Natacha Point,http://schuster.example/rosalva,Seattle,WA,49790,47.660153661439054,-122.07613575777627,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
110,New Beginnings Shelter,304.679.8879,chuck.glover@littel-paucek.test,107 Marshall Extensions,http://brakus.test/zachery_schiller,Omaha,NE,51898,41.33249219065202,-95.98146071565955,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
111,Sanctuary of Dreams,295-322-7136,suzie.quitzon@swift.test,9590 Runte Place,http://stark.example/sachiko.turner,Louisville,KY,38755,38.33622198092272,-85.70094002614096,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
112,Dream Safe Haven,1-511-540-9193,jesus@hackett.test,806 Horace Junction,http://wintheiser.example/elizebeth.steuber,"Washington, D.C.",DC,79656-5105,39.12932954222724,-77.02432056556833,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
113,Safe Passage Shelter,609.171.6419,moon@powlowski.example,38848 Shanda Streets,http://fritsch.example/lily_bergstrom,Omaha,NE,09797-9038,41.54349602607176,-96.09895539502233,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
114,Golden Oasis Shelter,455-598-6053,numbers@huel-kunde.test,46434 Brendon Island,http://blick-walter.example/marjory,Minneapolis,MN,40554,44.951530904048845,-93.56795188100863,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
115,Strength in Unity Haven,569-915-0069,norman@orn.test,155 Toy River,http://graham.test/shanita_lebsack,Phoenix,AZ,75560-2721,33.573704588975126,-111.8386179505469,false,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
116,Safe Passage Shelter,1-990-326-0382,fidel@kautzer.test,919 Berge Points,http://weissnat.example/luis.labadie,San Antonio,TX,77777-1205,29.23720106640438,-98.74434958626892,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
117,Emerald Oasis Shelter,782-275-8471,mirtha.daniel@towne-swaniawski.example,1856 Arianna Place,http://schmidt.example/pa,Milwaukee,WI,42618,42.89421142416741,-88.2476670770818,false,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
118,Recovery Refuge,(488) 669-3084,alisia_lubowitz@franecki.test,544 Francisca Lodge,http://kris.example/belinda.durgan,Wichita,KS,70396-0129,37.83036549664974,-97.46928087880613,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
119,Serenity Shelter,1-490-305-4707,miquel@berge-vonrueden.test,32055 Ines Ways,http://feest-lesch.example/kisha,Los Angeles,CA,34826-4424,33.88036436167018,-118.42788698890313,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
120,Sunny Days Refuge,822-447-2696,dewitt@lowe-weimann.example,171 Amy Ranch,http://goyette.test/clemente,Austin,TX,44738,30.018800414585805,-97.63404133592368,false,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
121,Life Renewal Refuge,612.764.0467,antonio@feest-heller.test,9473 Giovanna Green,http://osinski-kohler.test/rory,Oakland,CA,28704,37.57527398350757,-122.63713700201656,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
122,Unity Refuge Center,(745) 914-6185,charita.nikolaus@borer-hamill.test,45531 Bryan Meadows,http://grimes.test/krysten,Fresno,CA,76590-7461,36.45807146595591,-119.93079011746569,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
123,Harbor of Safety,(990) 719-2284,lesley_kuvalis@west.test,79941 Gottlieb Plains,http://kuhic.example/onita,Memphis,TN,03676,35.382602287812276,-90.40179391074321,true,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
124,Heavenly Harbor,792-849-8416,elia@marks.example,448 Juliann Ridge,http://purdy.example/fredia.kuhlman,Mesa,AZ,43132,33.40802518801441,-111.63157991351463,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
125,Sheltered Serenity,427.412.7357,zachery.wunsch@koelpin-bergnaum.test,9867 Richie Gateway,http://kuhn-auer.test/rodrigo,Milwaukee,WI,22905-4974,42.84272223900384,-87.76735787319195,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
126,Solace Shelter,822.549.7920,charleen_zieme@morar.example,2136 Nadene Green,http://hartmann-huels.test/magdalena.gibson,Las Vegas,NV,15510-6609,36.17142957155109,-115.09361040401153,false,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
127,Strength in Unity Haven,130-876-3978,jae_shanahan@bruen.test,29392 Haley Heights,http://jenkins.example/ronny.batz,Long Beach,CA,20034,33.95092163021962,-118.39555716581876,true,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
128,Homecoming Haven,367.439.1329,michel@rodriguez.test,92078 Robert Parkway,http://cummings-okuneva.test/beverley,San Francisco,CA,62980-8455,37.82578912544126,-122.5533485653781,true,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
129,New Beginnings Shelter,903-797-3015,aurelia@bednar-ziemann.test,83574 Toby Viaduct,http://mcglynn-kozey.test/eloy,Wichita,KS,02691-9903,37.70697628674128,-97.54032220506836,false,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
130,Compassion Corner,309.096.4799,hugh@altenwerth-schinner.test,595 Denis Union,http://carroll.test/lemuel_lindgren,Portland,OR,03673-8222,45.64658336291026,-122.37841661113957,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
131,Sanctuary of Dreams,1-702-414-4456,enedina@schimmel.test,1460 Erdman Squares,http://gerhold.example/sonny,Milwaukee,WI,64560-7229,43.23623927247608,-87.91840457746126,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
132,Homecoming Haven,(134) 166-8082,joshua@bergnaum-schiller.example,715 Kulas Drives,http://cassin-yost.example/vincenza,Las Vegas,NV,71653,36.35825604032212,-115.28447287980838,false,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
133,Peaceful Pathway Shelter,1-293-916-3716,randy@okeefe.test,513 Delpha Lights,http://rice.example/winford_kozey,Albuquerque,NM,14314,35.13396370560908,-106.5960984301746,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
134,Journey to Belonging,(191) 849-0198,jocelyn_schaefer@funk.example,64137 Ziemann Track,http://prosacco.test/jacob,Louisville,KY,10667,38.40311443502617,-85.50156868855966,false,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
135,Compassion Corner,1-333-023-6017,delilah@welch.test,75219 Schmidt Shoals,http://kerluke.example/foster.renner,Wichita,KS,77662,37.80972718532263,-97.21358869586987,true,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
136,Angel's Arms Shelter,1-543-780-4571,shannon@leffler-howell.example,8466 Emard Hill,http://purdy.example/kirby,Columbus,OH,20377,40.2042238239828,-83.04853286116251,true,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
137,Community Compass Shelter,(332) 993-8882,eldon@kihn-mayer.test,5416 Kiehn Vista,http://leffler.test/jayme,Las Vegas,NV,42011,35.88946205377154,-115.37653379842715,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
138,Heavenly Harbor,191-775-4975,lessie@bode-mcclure.test,31307 Koelpin Plains,http://mertz.example/reta,San Diego,CA,17098,32.88260894366188,-116.9663707743422,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
139,Guiding Light Shelter,656.429.8732,asha.bashirian@mante.example,5215 Roderick Square,http://kemmer.test/graham,Austin,TX,74175-9324,30.202881318141117,-97.96427941237802,true,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
140,Tranquil Oasis,558.643.6291,fabian@doyle.test,960 Blanda Prairie,http://stanton.example/phil_lebsack,Dallas,TX,93272-2682,32.79035299474142,-96.94232604525978,true,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
141,Emerald Oasis Shelter,1-948-367-9026,ozie@blanda-aufderhar.example,4935 Darwin Brooks,http://beatty.example/german_kovacek,Cleveland,OH,44577-6349,41.341442110035004,-81.75341110444631,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
142,Comfort Cove Shelter,162.242.2220,tawana@yundt-breitenberg.test,668 Ivan Fork,http://kessler.test/tai,Los Angeles,CA,86290,34.19182967158694,-117.89400014466037,false,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
143,Warm Embrace Refuge,1-757-599-5118,lester_little@ortiz-price.test,52537 Schultz Estates,http://mann.test/derick,San Antonio,TX,51470-1906,29.554627147016014,-98.7932918945836,false,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
144,Comfort Cove Shelter,953-194-7338,elise.schowalter@brown.example,8301 Renetta Springs,http://streich.example/brendon_hintz,Nashville,TN,17692-5092,36.132034478741865,-86.42718289253676,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
145,Compassion Corner,902-617-9663,kirk@hartmann.test,73208 Johnson Mountains,http://beatty.test/willy_jacobson,Dallas,TX,04294-8049,32.80376387810535,-96.66372833570556,true,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
146,Bridges of Hope Shelter,1-708-719-6706,allen_skiles@wisozk.example,9834 Aleta Expressway,http://rosenbaum-hahn.test/linh,Austin,TX,89538,30.39256001571317,-97.49761942715146,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
147,Hopeful Haven Shelter,1-125-459-8200,clemente_kozey@kerluke.example,1341 Mann Bypass,http://nitzsche.test/harriet.steuber,Raleigh,NC,81827-6123,35.80649029865298,-78.40783974037907,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
148,Homecoming Haven,(727) 157-7453,loriann.rolfson@emmerich-bernier.example,27532 Funk Cliffs,http://sipes-paucek.test/domenic.turcotte,Fresno,CA,48436,36.512584189049036,-119.47104011856248,true,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
149,Whispering Pines Refuge,(969) 503-7876,dedra@spencer.test,824 Bailey Rapid,http://leffler.example/elizabeth,Austin,TX,13875-4714,29.990593450842553,-97.64230769777653,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
150,Golden Oasis Shelter,(568) 907-7563,domitila_gutkowski@hudson.example,68171 Kuhn Rest,http://powlowski-witting.test/jamey,San Francisco,CA,00714,38.04621646535446,-122.2932649221424,true,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
151,Rescue Refuge Center,1-870-029-0233,zackary.gibson@stamm-bechtelar.example,969 Reinger Road,http://bailey.test/kenneth_ullrich,Las Vegas,NV,44393,36.277494483648645,-115.41006890600782,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
152,Companionship Refuge,642.172.1088,michal.hills@bernier.test,2433 Conroy Way,http://leffler.example/stefan,Wichita,KS,02996-0251,37.81768627891005,-97.24939363773228,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
153,Guiding Light Shelter,1-280-352-1139,nikia@considine-smith.example,8006 Austin Wall,http://kihn.test/pat,Tulsa,OK,47012,36.21336854590987,-96.22584750936747,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
154,Sunny Days Refuge,752-207-7866,camie@runte.example,32720 Botsford Parkway,http://hamill.example/manda.botsford,San Jose,CA,79003-2185,37.449478715492695,-121.94579801784715,false,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
155,Harmony Haven,994.019.6951,marlys_grimes@lesch-dooley.test,93771 Johns Loaf,http://hand.example/ricky,San Francisco,CA,16289,37.86421598392622,-122.17874080732344,true,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
156,New Beginnings Shelter,683-159-5982,barney.okon@pollich-stark.test,606 Marks Circle,http://quitzon.example/jerrell,El Paso,TX,90606,31.578697268410764,-106.12402377694892,true,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
157,Shelter from the Storm,483.669.4610,tomiko_cassin@abernathy.test,9404 Aldo Corners,http://parker.test/javier,Albuquerque,NM,34683-5141,35.31338482494587,-106.45097752916402,true,false,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
158,Rescue Refuge Center,1-733-447-7076,tory@moen.example,65302 Kulas Locks,http://dickinson.test/lincoln_dietrich,"Washington, D.C.",DC,93477-9041,38.95778259534601,-76.75793733934266,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
159,Companionship Refuge,(903) 327-5444,maryjane.boyle@konopelski.test,552 Franklin Ridge,http://bogisich.example/luvenia,San Jose,CA,84982,37.35923939701322,-121.90002531752022,true,true,true,2023-10-15 20:34:29 UTC,2023-10-15 20:34:29 UTC
160,Peaceful Pathway Shelter,437.699.8599,rueben.walker@metz.example,6696 Doretha Ramp,http://gerlach.example/valencia.fahey,Raleigh,NC,88132-4250,35.521265493821346,-78.81454763827061,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
161,New Horizons Shelter,986-774-6419,vella.lubowitz@okon.example,31936 Stamm Haven,http://heidenreich.test/selina,Milwaukee,WI,84492,42.913681839127,-87.62375296507395,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
162,Benevolent Refuge,(910) 514-3841,clyde_kuhlman@kessler.example,6322 Hintz Meadows,http://ward.test/lester.ortiz,Phoenix,AZ,79117-1646,33.38131965806299,-112.10898259240916,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
163,Healing Hearts Haven,423-581-4869,ethan_schuppe@krajcik.example,187 Kerluke Common,http://abbott-white.test/carli.west,Sacramento,CA,53110-5702,38.446952161693986,-121.34685805788658,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
164,Hope Bridge Shelter,1-342-180-3269,odell@goodwin-nolan.example,9211 Leuschke Harbor,http://block.example/stanley,El Paso,TX,20704-2756,31.706592520450183,-106.73587289524981,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
165,Golden Oasis Shelter,785-713-0889,deon@spencer.test,6623 O'Connell Squares,http://ratke.test/dennis,New York City,NY,90868-0638,40.93546904763607,-74.18897292870133,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
166,Companionship Refuge,222-612-1954,jestine@grant.example,669 Ratke Mission,http://walter.example/benjamin_altenwerth,New York City,NY,51067,40.74399122083572,-74.10904079875996,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
167,Safe Haven Refuge,396-647-5197,willian.leffler@bergstrom.test,332 Dayna Terrace,http://stehr-yost.test/mary.bahringer,Cleveland,OH,19238,41.46171514070309,-81.7854795102944,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
168,Graceful Shelter,(324) 886-5256,gladis@baumbach-zemlak.test,636 Cole Corners,http://streich.example/wes,Albuquerque,NM,00608,35.07558146832319,-106.84897413145961,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
169,Harmony Haven,876.615.1463,kit@jerde-turner.test,4775 Lonnie Center,http://ernser-gerhold.example/erich_considine,Phoenix,AZ,37188,33.609165784041714,-112.24145901497222,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
170,Comfort Cove Shelter,805.933.8854,dewayne.mraz@ziemann-brakus.example,90814 Andrea Cove,http://mclaughlin.test/alexis,El Paso,TX,58964,31.976192157428738,-106.76415043683792,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
171,Sheltered Hearts Sanctuary,(920) 443-6100,johnathon.blanda@hamill-rohan.example,16608 Elma Road,http://bruen-beier.example/fabian,Seattle,WA,01895,47.50347896599806,-122.11668364389269,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
172,Sanctuary of Dreams,571.806.8479,zada_bartoletti@schuppe.example,21611 O'Conner Key,http://bins-mraz.test/gus_beahan,Phoenix,AZ,52854-5007,33.572685250494004,-112.06605783073977,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
173,Hopeful Haven Shelter,1-774-105-3567,preston@legros.test,8720 Catalina Motorway,http://fay.example/shelia.feil,Houston,TX,53181-1445,29.621732209537218,-95.50282706644161,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
174,Open Arms Refuge,1-631-896-8449,maryetta@jacobs.test,21837 Kshlerin Union,http://gutkowski-doyle.test/roxanna.beer,Wichita,KS,88929-9530,37.64366758502794,-97.21780922196135,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
175,Sanctuary of Dreams,663.942.7140,detra_turcotte@ondricka.example,32892 Breitenberg Walk,http://cronin.test/scotty_luettgen,Memphis,TN,47373,35.28087264382442,-90.30892429663378,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
176,New Horizons Shelter,1-921-568-8550,antione_schoen@beer.example,5093 Suzie Roads,http://streich.example/juliette_treutel,Austin,TX,50757,30.004769819810342,-98.03302709104571,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
177,Safe Haven Refuge,(803) 451-2985,lawrence.lakin@hamill-welch.test,61244 Schowalter Springs,http://heathcote.test/micah,Tulsa,OK,71175,36.0643184881963,-95.74388310266109,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
178,Solace Shelter,(507) 374-7708,sheilah.crona@hyatt-abernathy.example,4541 Upton Lane,http://lockman-kling.example/carey,Tucson,AZ,94874-4945,32.50787032108582,-111.22978974505936,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
179,Hopeful Haven Shelter,1-545-645-5029,russ_zulauf@murphy-tremblay.example,1049 Jerde Terrace,http://kirlin.example/emmett.russel,Philadelphia,PA,17860-4937,39.951177680762704,-75.51434215105287,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
180,Benevolent Refuge,841.777.1041,shizuko@lindgren.test,657 Lindgren Gateway,http://veum-koelpin.test/earl_hammes,New Orleans,LA,34030,30.177906969634645,-90.08822380369108,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
181,Refugee Empowerment Center,(494) 779-2638,norman@thiel.example,27089 Rau Skyway,http://turcotte.test/maxwell,Atlanta,GA,78486,33.8786312427403,-84.399581070335,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
182,New Horizons Shelter,415-359-0613,glenda@cremin-casper.test,806 Hessel Springs,http://becker.example/bert,Milwaukee,WI,27014-3141,43.09627938356806,-87.9496690124591,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
183,Dream Safe Haven,763-596-4530,oralia_oberbrunner@von.test,1178 Jamel Shore,http://dare.test/barton.graham,Detroit,MI,65064-9916,42.30563569212342,-83.15520251096562,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
184,Beloved Shelter,400.976.1254,rebeca@simonis-collier.example,81363 Schoen View,http://breitenberg.test/lesia,San Antonio,TX,33287,29.161507505570682,-98.81625488478521,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
185,Caring Haven,524.302.8111,ty_bogan@hermiston.example,3583 Thompson Corner,http://rogahn-wiza.test/lawerence,Fresno,CA,78993,36.48556434236159,-119.79553586411349,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
186,Sunny Days Refuge,1-984-340-7172,joseph@kris.test,37028 Hauck Prairie,http://mann.example/shasta_koss,Boston,MA,80184-3923,42.24083420220987,-71.43048403815189,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
187,Open Arms Refuge,1-868-513-1832,harry@tromp-mosciski.example,844 Schiller Spur,http://sipes.test/joey.dietrich,Long Beach,CA,42464,33.9105469106251,-117.94254876948669,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
